	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
13	ENSHGLP00100019203|ENSHGLG00100014158|ENSHGLT00100019402|protein_coding|EP300|E1A-ENSMODP00000037998|ENSMODG00000013073|ENSMODT00000039600|protein_coding|EP300|E1A	MA	0.0787442	0.112445	0.70029	0.00335651	7209	703.8910000000001	6505.11		547	73.2083	473.792			0.0820348	0.514486:0.965911:0.102878:0.994767:0.0866133:1	0.686564(0.59713:0.462978:0.999584)	-10167.3			
14	ENSHGLP00100020334|ENSHGLG00100014998|ENSHGLT00100020549|protein_coding|TRIP12|thyroid-ENSMODP00000026529|ENSMODG00000021224|ENSMODT00000027004|protein_coding|TRIP12|thyroid	MA	0.016366299999999997	0.00976978	1.6752	0.22344699999999998	5814	603.722	5210.28		91	5.88715	85.1129			0.0156813	0.599877:1.90808:0.709821:2.56721:0.493914:1	0.659876(0.538938:0.440949:0.999742)	-6930.42			
15	ENSHGLP00100006362|ENSHGLG00100004770|ENSHGLT00100006449|protein_coding|POLE|DNA-ENSMODP00000018959|ENSMODG00000015171|ENSMODT00000019301|protein_coding|POLE|DNA	MA	0.0654245	0.16075699999999998	0.406979	1.34688e-11	6723	493.84	6229.16		449	73.2044	375.796			0.0724272	1.0762:1.81159:0.291304:1.25331:0.168921:1	0.629349(0.527431:0.361062:0.999554)	-9339.94			
16	ENSHGLP00100007328|ENSHGLG00100005490|ENSHGLT00100007424|protein_coding|SCN2A|sodium-ENSMODP00000007990|ENSMODG00000006436|ENSMODT00000008153|protein_coding|SCN2A|sodium	MA	0.023739	0.04523680000000001	0.524771	0.0137964	5622	433.47900000000004	5188.52		138	18.9528	119.04700000000001			0.0253966	0.752062:1.47372:0.601133:1.3697:0.406514:1	0.608089(0.4728:0.352:0.999467)	-6916.77			
17	ENSHGLP00100008418|ENSHGLG00100006259|ENSHGLT00100008517|protein_coding|VPS13C|vacuolar-ENSMODP00000014166|ENSMODG00000011326|ENSMODT00000014428|protein_coding|VPS13C|vacuolar	MA	0.126176	0.268374	0.470149	2.2231e-16	7932	583.3480000000001	7348.65		960	138.675	821.325			0.136634	1.05866:1.55605:0.39285:1.18859:0.425066:1	0.62563(0.526475:0.350416:1)	-12217.9			
18	ENSHGLP00100003097|ENSHGLG00100002369|ENSHGLT00100003154|protein_coding|NOTCH1|notch-ENSMODP00000021946|ENSMODG00000017591|ENSMODT00000022332|protein_coding|NOTCH1|notch	MA	0.10059	0.378336	0.265876	5.3005599999999994e-40	6996	421.092	6574.91		710	137.827	572.173			0.117308	0.861241:1.01785:0.595004:0.933862:0.356738:1	0.67974(0.535577:0.504072:0.999571)	-10542.4			
19	ENSHGLP00100007908|ENSHGLG00100005896|ENSHGLT00100008006|protein_coding|ASCC3|activating-ENSMODP00000022547|ENSMODG00000018082|ENSMODT00000022941|protein_coding|ASCC3|activating	MA	0.07462510000000001	0.14338499999999998	0.5204529999999999	2.00419e-06	6507	485.30300000000005	6021.7		479	64.2277	414.772			0.0797533	0.828306:2.04839:0.386098:1.45123:0.450342:1	0.628093(0.538266:0.346012:1)	-9162.11			
20	ENSHGLP00100013752|ENSHGLG00100010168|ENSHGLT00100013907|protein_coding|LRRK2|leucine-ENSMODP00000023144|ENSMODG00000018556|ENSMODT00000023557|protein_coding|LRRK2|leucine	MA	0.11888	0.186694	0.636763	2.7274099999999997e-05	7518	566.374	6951.63		836	94.8322	741.168			0.12398900000000002	1.59081:1.65754:1.22655:1.61991:0.444458:1	0.618449(0.524142:0.331205:1)	-11419.5			
21	ENSHGLP00100013872|ENSHGLG00100010263|ENSHGLT00100014027|protein_coding|MYOF|myoferlin-ENSMODP00000007844|ENSMODG00000006314|ENSMODT00000008001|protein_coding|MYOF|myoferlin	MA	0.0661904	0.16617300000000002	0.398321	7.93403e-11	6135	426.736	5708.26		416	65.7378	350.26199999999994			0.0731449	1.47569:1.44237:1.1852:1.49191:0.491046:1	0.629358(0.51564:0.372678:0.999756)	-8563.19			
22	ENSHGLP00100019832|ENSHGLG00100014619|ENSHGLT00100020044|protein_coding|PSME4|proteasome-ENSMODP00000002047|ENSMODG00000001673|ENSMODT00000002090|protein_coding|PSME4|proteasome	MA	0.038979400000000004	0.0442635	0.8806209999999999	0.5322680000000001	5514	486.94300000000004	5027.06		208	20.6119	187.388			0.039445999999999995	0.537383:1.68089:0.443229:1.22598:0.206873:1	0.634947(0.547036:0.358347:0.999456)	-7145.69			
23	ENSHGLP00100026026|ENSHGLG00100019090|ENSHGLT00100026292|protein_coding|ZFYVE26|zinc-ENSMODP00000012622|ENSMODG00000010077|ENSMODT00000012851|protein_coding|ZFYVE26|zinc	MA	0.155131	0.220604	0.70321	9.606319999999999e-05	7578	678.797	6899.2		1059	129.981	929.0189999999999			0.160995	1.18464:1.6871:0.466244:1.25057:0.283003:1	0.660797(0.578354:0.404432:0.999604)	-12224.7			
24	ENSHGLP00100009149|ENSHGLG00100006792|ENSHGLT00100009258|protein_coding|ATRX|ATRX-ENSMODP00000027603|ENSMODG00000003920|ENSMODT00000029142|protein_coding|ATRX|ATRX	MA	0.118621	0.397986	0.298053	7.95223e-30	6792	319.45	6472.55		775	110.101	664.8989999999999			0.131761	1.77589:0.953858:0.498193:1.10326:0.968664:1	0.613392(0.483444:0.356954:0.999779)	-10145.1			
25	ENSHGLP00100008833|ENSHGLG00100006571|ENSHGLT00100008935|protein_coding|INO80|INO80-ENSMODP00000000217|ENSMODG00000000184|ENSMODT00000000221|protein_coding|INO80|INO80	MA	0.026946699999999997	0.0346303	0.7781239999999999	0.374347	4650	326.551	4323.45		124	10.9714	113.029			0.027486299999999998	1.01132:1.12684:0.84455:1.18912:0.331476:1	0.637331(0.513862:0.398775:0.999355)	-5770.78			
26	ENSHGLP00100000866|ENSHGLG00100000708|ENSHGLT00100000898|protein_coding|TNC|tenascin-ENSMODP00000024446|ENSMODG00000019592|ENSMODT00000024880|protein_coding|TNC|tenascin	MA	0.13081800000000002	0.250917	0.521361	8.16981e-11	6297	521.015	5775.98		774	114.162	659.8380000000001			0.140755	0.653425:1.16422:0.359182:1.13626:0.165226:1	0.664127(0.534048:0.45881:0.999524)	-9782.73			
27	ENSHGLP00100019748|ENSHGLG00100014559|ENSHGLT00100019956|protein_coding|KAT6A|lysine-ENSMODP00000017666|ENSMODG00000010328|ENSMODT00000017994|protein_coding|KAT6A|lysine	MA	0.07909760000000002	0.21568400000000001	0.36672899999999997	7.65733e-13	5250	332.663	4917.34		418	65.0999	352.9			0.0877523	1.37479:1.46078:1.17546:1.51439:0.698816:1	0.646012(0.536551:0.402056:0.999429)	-7475.34			
28	ENSHGLP00100005697|ENSHGLG00100004317|ENSHGLT00100005780|protein_coding|PTPRK|protein-ENSMODP00000022019|ENSMODG00000017661|ENSMODT00000022406|protein_coding|PTPRK|protein	MA	0.0235698	0.0791057	0.297953	7.3076e-06	4191	257.899	3933.1		109	19.6611	89.3389			0.0269873	1.25044:1.85477:1.10211:1.21159:0.509261:1	0.644731(0.530758:0.404149:0.999285)	-5239.58			
29	ENSHGLP00100013869|ENSHGLG00100010260|ENSHGLT00100014024|protein_coding|SMCHD1|structural-ENSMODP00000026823|ENSMODG00000021469|ENSMODT00000027304|protein_coding|SMCHD1|structural	MA	0.09405	0.16378	0.574245	5.9024300000000003e-05	5424	383.52099999999996	5040.48		489	57.2123	431.788			0.0989805	1.30793:2.32461:0.639374:1.99477:0.632992:1	0.622535(0.519348:0.348535:0.999724)	-7874.68			
30	ENSHGLP00100008641|ENSHGLG00100006433|ENSHGLT00100008742|protein_coding|PIK3C2B|phosphatidylinositol-4-phosphate-ENSMODP00000001932|ENSMODG00000001583|ENSMODT00000001974|protein_coding|PIK3C2B|phosphatidylinositol-4-phosphate	MA	0.0569288	0.0856863	0.6643859999999999	0.027524	4773	386.101	4386.9		268	31.3494	236.65099999999998			0.05925509999999999	1.3996:1.64068:1.06054:1.50219:0.384073:1	0.65162(0.549216:0.406897:0.998746)	-6537.36			
31	ENSHGLP00100019636|ENSHGLG00100014477|ENSHGLT00100019843|protein_coding|MAP3K4|mitogen-activated-ENSMODP00000008180|ENSMODG00000006594|ENSMODT00000008345|protein_coding|MAP3K4|mitogen-activated	MA	0.05950369999999999	0.0941933	0.6317189999999999	0.012354299999999999	4683	351.25300000000004	4331.75		274	31.1699	242.83			0.062105600000000004	1.29111:1.14134:0.812791:1.25455:0.448247:1	0.641485(0.534891:0.390205:0.99936)	-6421.43			
32	ENSHGLP00100002338|ENSHGLG00100001822|ENSHGLT00100002390|protein_coding|TNIK|TRAF2-ENSMODP00000019974|ENSMODG00000015989|ENSMODT00000020331|protein_coding|TNIK|TRAF2	MA	0.0300863	0.036456300000000004	0.825268	0.47284899999999996	4053	295.221	3757.78		120	10.4306	109.569			0.0305503	1.29834:1.48249:1.27349:1.73548:0.749861:1	0.646617(0.542804:0.398893:0.998155)	-5048.65			
33	ENSHGLP00100010457|ENSHGLG00100007773|ENSHGLT00100010581|protein_coding|RBBP6|RB-ENSMODP00000020399|ENSMODG00000016318|ENSMODT00000020757|protein_coding|RBBP6|RB	MA	0.0768153	0.3041	0.25259899999999996	1.1428200000000003e-24	5085	303.637	4781.36		403	80.9616	322.038			0.090387	2.89546:1.04447:0.543485:1.51138:1.2347:1	0.638856(0.465212:0.451946:0.99941)	-7118.87			
34	ENSHGLP00100012595|ENSHGLG00100009331|ENSHGLT00100012740|protein_coding|PIK3R4|phosphoinositide-3-kinase-ENSMODP00000015056|ENSMODG00000012017|ENSMODT00000015334|protein_coding|PIK3R4|phosphoinositide-3-kinase	MA	0.032782	0.080351	0.407986	0.000157365	4002	293.531	3708.47		139	22.5851	116.415			0.036271	0.445356:1.39316:0.40817:0.97299:0.446776:1	0.641823(0.539326:0.386891:0.999251)	-5128.56			
35	ENSHGLP00100004203|ENSHGLG00100003194|ENSHGLT00100004270|protein_coding|MYO6|myosin-ENSMODP00000023052|ENSMODG00000018489|ENSMODT00000023464|protein_coding|MYO6|myosin	MA	0.024167599999999997	0.0282469	0.855585	0.657327	3825	238.361	3586.64		91	6.559	84.441			0.0244218	1.15764:1.63126:0.964435:1.60378:0.497947:1	0.617816(0.517241:0.336991:0.999216)	-4664.11			
36	ENSHGLP00100003584|ENSHGLG00100002731|ENSHGLT00100003644|protein_coding|MARF1|meiosis-ENSMODP00000005447|ENSMODG00000004423|ENSMODT00000005565|protein_coding|MARF1|meiosis	MA	0.09999910000000001	0.185149	0.5401020000000001	3.5545300000000004e-06	4971	383.80199999999996	4587.2		481	64.518	416.48199999999997			0.106573	0.808592:1.53002:0.269341:1.19401:0.380306:1	0.647969(0.534077:0.410434:0.999397)	-7398.88			
37	ENSHGLP00100006311|ENSHGLG00100004734|ENSHGLT00100006398|protein_coding|MAP4K4|mitogen-activated-ENSMODP00000002743|ENSMODG00000002250|ENSMODT00000002798|protein_coding|MAP4K4|mitogen-activated	MA	0.0264334	0.05837769999999999	0.4528	0.00659282	3813	283.66200000000003	3529.34		105	15.8281	89.1719			0.0288098	1.10185:0.963449:0.840854:1.08691:0.420822:1	0.653554(0.551534:0.409127:1)	-4732.46			
38	ENSHGLP00100001797|ENSHGLG00100001397|ENSHGLT00100001837|protein_coding|TOP2A|DNA-ENSMODP00000016461|ENSMODG00000013152|ENSMODT00000016764|protein_coding|TOP2A|DNA	MA	0.08294119999999999	0.15420699999999998	0.537855	0.0005486169999999999	4581	261.579	4319.42		365	36.9376	328.06199999999995			0.08701060000000001	1.07148:1.06424:0.844153:1.16986:0.243336:1	0.614638(0.494764:0.349804:0.999346)	-6466.15			
39	ENSHGLP00100022310|ENSHGLG00100016418|ENSHGLT00100022543|protein_coding|CCDC88C|coiled-coil-ENSMODP00000003122|ENSMODG00000002565|ENSMODT00000003188|protein_coding|CCDC88C|coiled-coil	MA	0.133921	0.424518	0.31546599999999997	2.84174e-32	5823	360.00699999999995	5462.99		762	131.672	630.328			0.151887	1.72394:1.65003:1.16791:1.4555:0.39107:1	0.649416(0.589341:0.359423:0.999485)	-9098.59			
40	ENSHGLP00100006589|ENSHGLG00100004945|ENSHGLT00100006679|protein_coding|CFTR|cystic-ENSMODP00000019677|ENSMODG00000015771|ENSMODT00000020031|protein_coding|CFTR|cystic	MA	0.07626260000000001	0.0905806	0.841931	0.302266	4422	388.425	4033.58		317	32.5362	284.464			0.0775203	1.18467:1.88248:0.454442:1.74488:0.165941:1	0.613523(0.483379:0.357191:1)	-6165.94			
41	ENSHGLP00100001949|ENSHGLG00100001523|ENSHGLT00100001993|protein_coding|RASGRF1|Ras-ENSMODP00000024252|ENSMODG00000019438|ENSMODT00000024681|protein_coding|RASGRF1|Ras	MA	0.0293356	0.0227689	1.28841	0.5613520000000001	3765	266.161	3498.84		106	5.90963	100.09			0.028871299999999996	1.0459:2.62739:0.459721:2.15394:0.395903:1	0.620488(0.48965:0.372611:0.999204)	-4667.66			
42	ENSHGLP00100018345|ENSHGLG00100013522|ENSHGLT00100018536|protein_coding|IGF1R|insulin-ENSMODP00000015969|ENSMODG00000012761|ENSMODT00000016263|protein_coding|IGF1R|insulin	MA	0.054850699999999995	0.09881439999999998	0.555088	0.00704667	3990	265.82599999999996	3724.17		217	24.7246	192.275			0.0577797	1.22543:1.50512:0.978:1.44718:0.425792:1	0.629825(0.493985:0.395489:1)	-5397.89			
43	ENSHGLP00100007504|ENSHGLG00100005619|ENSHGLT00100007600|protein_coding|ZEB2|zinc-ENSMODP00000003794|ENSMODG00000003112|ENSMODT00000003878|protein_coding|ZEB2|zinc	MA	0.0213618	0.020427200000000003	1.04575	0.820528	3570	264.525	3305.48		75	5.33141	69.6686			0.021292500000000002	0.0296742:1.03289:0.114833:1.53158:0.28612:1	0.634481(0.506717:0.397565:0.99916)	-4275.44			
44	ENSHGLP00100016160|ENSHGLG00100011929|ENSHGLT00100016337|protein_coding|LAMB2|laminin-ENSMODP00000040787|ENSMODG00000013288|ENSMODT00000043895|protein_coding|LAMB2|laminin	MA	0.155	0.435174	0.35618	5.5483900000000004e-33	5346	456.639	4889.36		798	165.77599999999998	632.224			0.17893199999999998	0.697253:1.24554:0.435698:0.82995:0.26382:1	0.70469(0.602578:0.512332:0.999159)	-8760.46			
45	ENSHGLP00100004003|ENSHGLG00100003053|ENSHGLT00100004067|protein_coding|BAZ1B|bromodomain-ENSMODP00000017203|ENSMODG00000013761|ENSMODT00000017522|protein_coding|BAZ1B|bromodomain	MA	0.06753989999999999	0.148636	0.45439799999999997	1.2779300000000001e-05	4356	268.84	4087.16		293	37.0502	255.95			0.072545	1.33202:1.36123:1.06935:1.31678:0.369789:1	0.636499(0.538885:0.371301:0.999312)	-6026.51			
46	ENSHGLP00100008425|ENSHGLG00100006265|ENSHGLT00100008524|protein_coding|EIF2AK4|eukaryotic-ENSMODP00000000741|ENSMODG00000000619|ENSMODT00000000758|protein_coding|EIF2AK4|eukaryotic	MA	0.09189800000000001	0.23015	0.39929699999999996	5.4878000000000004e-11	4671	306.21299999999997	4364.79		429	64.1102	364.89			0.100961	1.93029:2.07455:1.45633:1.80492:0.636051:1	0.630937(0.539153:0.3543:0.999358)	-6859.5			
47	ENSHGLP00100005184|ENSHGLG00100003931|ENSHGLT00100005264|protein_coding|MYLK|myosin-ENSMODP00000022873|ENSMODG00000018341|ENSMODT00000023278|protein_coding|MYLK|myosin	MA	0.165579	0.32161799999999996	0.514831	4.07818e-12	5721	434.78	5286.22		865	119.154	745.846			0.17743699999999998	1.37354:1.37851:1.11597:1.3499:0.414041:1	0.658106(0.546908:0.427673:0.999738)	-9325.46			
48	ENSHGLP00100013434|ENSHGLG00100009936|ENSHGLT00100013587|protein_coding|TNR|tenascin-ENSMODP00000006791|ENSMODG00000005481|ENSMODT00000006929|protein_coding|TNR|tenascin	MA	0.06504940000000001	0.16059400000000001	0.40505599999999997	3.7278699999999996e-08	4074	307.783	3766.22		274	46.0001	228.0			0.0722676	1.61376:1.63856:1.24831:1.57907:0.308139:1	0.657346(0.520235:0.452539:0.999264)	-5687.98			
49	ENSHGLP00100019279|ENSHGLG00100014218|ENSHGLT00100019479|protein_coding|MAPK8IP3|mitogen-activated-ENSMODP00000020177|ENSMODG00000016149|ENSMODT00000020534|protein_coding|MAPK8IP3|mitogen-activated	MA	0.04854	0.101143	0.47991300000000003	0.00031026700000000003	3936	309.276	3626.72		196	29.5729	166.42700000000002			0.052673300000000006	1.37739:1.32827:0.974463:1.28888:0.232707:1	0.662351(0.565118:0.422696:0.999238)	-5233.49			
50	ENSHGLP00100021520|ENSHGLG00100015838|ENSHGLT00100021746|protein_coding|HIPK2|homeodomain-ENSMODP00000017168|ENSMODG00000013733|ENSMODT00000017487|protein_coding|HIPK2|homeodomain	MA	0.0221231	0.0688027	0.321544	0.000113706	3516	234.597	3281.4		85	15.4614	69.5386			0.025237700000000002	0.800126:3.06386:1.13284:1.58068:0.205611:1	0.663825(0.523018:0.469309:0.999147)	-4308.94			
51	ENSHGLP00100003588|ENSHGLG00100002735|ENSHGLT00100003648|protein_coding|PHLPP1|PH-ENSMODP00000006426|ENSMODG00000005218|ENSMODT00000006561|protein_coding|PHLPP1|PH	MA	0.05326090000000001	0.0841398	0.633005	0.024416999999999998	3807	314.79900000000004	3492.2		202	25.1801	176.82			0.055814300000000004	1.29311:1.60986:0.909715:1.44785:0.297591:1	0.653139(0.570134:0.389283:1)	-5139.53			
52	ENSHGLP00100015962|ENSHGLG00100011780|ENSHGLT00100016138|protein_coding|ADCY8|adenylate-ENSMODP00000001732|ENSMODG00000001430|ENSMODT00000001768|protein_coding|ADCY8|adenylate	MA	0.0269258	0.0496308	0.5425220000000001	0.030089499999999998	3447	309.587	3137.41		97	14.9276	82.0724			0.028964999999999998	1.78879:2.24103:1.27042:2.22013:0.41606:1	0.63(0.526957:0.363913:0.99913)	-4307.07			
53	ENSHGLP00100020732|ENSHGLG00100015278|ENSHGLT00100020954|protein_coding|UBE4B|ubiquitination-ENSMODP00000003449|ENSMODG00000002838|ENSMODT00000003526|protein_coding|UBE4B|ubiquitination	MA	0.0309187	0.0427104	0.723915	0.216513	3489	297.303	3191.7		108	12.3125	95.6875			0.0319235	1.75977:2.1493:1.22008:2.04941:0.259472:1	0.636884(0.525344:0.386168:0.999141)	-4421.3			
54	ENSHGLP00100002005|ENSHGLG00100001561|ENSHGLT00100002050|protein_coding|MET|MET-ENSMODP00000019742|ENSMODG00000015822|ENSMODT00000020096|protein_coding|MET|MET	MA	0.0784752	0.204475	0.383789	1.6699999999999998e-09	4134	267.274	3866.73		333	50.8212	282.17900000000003			0.08662139999999999	1.14383:1.21379:0.886474:1.16016:0.298458:1	0.623519(0.500363:0.370921:0.999275)	-5928.81			
55	ENSHGLP00100018804|ENSHGLG00100013873|ENSHGLT00100018999|protein_coding|POLQ|DNA-ENSMODP00000037000|ENSMODG00000018252|ENSMODT00000038597|protein_coding|POLQ|DNA	MA	0.23672800000000002	0.49851999999999996	0.474861	4.50215e-26	7236	507.405	6728.59		1493	204.604	1288.4			0.255085	1.39694:1.44466:1.13687:1.40082:0.547447:1	0.636125(0.528814:0.379561:1)	-12648.5			
56	ENSHGLP00100009817|ENSHGLG00100007282|ENSHGLT00100009928|protein_coding||RAD50-ENSMODP00000017443|ENSMODG00000013947|ENSMODT00000017768|protein_coding||RAD50	MA	0.06903669999999999	0.22520500000000002	0.30655	7.875089999999999e-10	3936	171.446	3764.55		275	35.5704	239.43			0.0758392	1.74894:1.90131:1.3282:1.6529:0.31897:1	0.598121(0.517136:0.277989:0.999238)	-5301.06			
57	ENSHGLP00100007922|ENSHGLG00100005904|ENSHGLT00100008020|protein_coding|UPF1|UPF1-ENSMODP00000004519|ENSMODG00000003689|ENSMODT00000004618|protein_coding|UPF1|UPF1	MA	0.0191837	0.0365399	0.525008	0.0588052	3186	263.721	2922.28		64	9.38748	54.6125			0.0206204	0.93882:1.03837:0.789416:1.14984:0.355633:1	0.657259(0.566322:0.406397:0.999059)	-3893.6			
58	ENSHGLP00100021226|ENSHGLG00100015628|ENSHGLT00100021451|protein_coding|DHX9|DExH-box-ENSMODP00000008627|ENSMODG00000006955|ENSMODT00000008797|protein_coding|DHX9|DExH-box	MA	0.053318899999999995	0.111384	0.478696	0.000218143	3753	291.743	3461.26		204	30.5422	173.458			0.0578327	0.918003:1.90686:1.10875:1.57142:0.358724:1	0.651225(0.543131:0.411342:0.999201)	-5077.24			
59	ENSHGLP00100011370|ENSHGLG00100008450|ENSHGLT00100011504|protein_coding|GIGYF2|GRB10-ENSMODP00000013224|ENSMODG00000010552|ENSMODT00000013466|protein_coding|GIGYF2|GRB10	MA	0.0646597	0.137033	0.47185699999999997	4.6071499999999994e-05	3810	285.873	3524.13		246	36.086999999999996	209.91299999999998			0.07009	0.795142:0.817742:0.650286:0.827513:0.267513:1	0.671256(0.602282:0.41188:0.999607)	-5239.02			
60	ENSHGLP00100026253|ENSHGLG00100019265|ENSHGLT00100026520|protein_coding|SHPRH|SNF2-ENSMODP00000021097|ENSMODG00000016900|ENSMODT00000021469|protein_coding|SHPRH|SNF2	MA	0.134189	0.251128	0.534346	2.63985e-07	4881	343.417	4537.58		610	75.6792	534.321			0.14241700000000002	2.15534:2.68811:1.28982:2.33409:0.949259:1	0.633088(0.540541:0.359337:0.999386)	-7617.7			
