	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
10	ENSHGLP00100009487|ENSHGLG00100007035|ENSHGLT00100009597|protein_coding|NOTCH2|notch-ENSMODP00000028978|ENSMODG00000018700|ENSMODT00000030556|protein_coding|NOTCH2|notch	MA	0.065776	0.21318600000000001	0.30853800000000003	5.18125e-22	7314	491.55400000000003	6822.45		499	94.4663	404.534			0.075683	0.814335:1.12617:0.452559:0.994685:0.210612:1	0.681905(0.54264:0.503485:0.99959)	-10254.8			
11	ENSHGLP00100020334|ENSHGLG00100014998|ENSHGLT00100020549|protein_coding|TRIP12|thyroid-ENSMODP00000026529|ENSMODG00000021224|ENSMODT00000027004|protein_coding|TRIP12|thyroid	MA	0.016366299999999997	0.00976978	1.6752	0.22344699999999998	5814	603.722	5210.28		91	5.88715	85.1129			0.0156813	0.599877:1.90808:0.709821:2.56721:0.493914:1	0.659876(0.538938:0.440949:0.999742)	-6930.42			
12	ENSHGLP00100010525|ENSHGLG00100007824|ENSHGLT00100010649|protein_coding|MYH9|myosin-ENSMODP00000001289|ENSMODG00000001078|ENSMODT00000001316|protein_coding|MYH9|myosin	MA	0.024563599999999998	0.0654206	0.375472	9.37982e-05	5847	340.334	5506.67		152	21.4835	130.517			0.026941700000000002	2.46056:1.93745:0.99646:1.8553:0.402652:1	0.628376(0.582564:0.303077:0.999487)	-7032.87			
13	ENSHGLP00100000571|ENSHGLG00100000482|ENSHGLT00100000603|protein_coding|ARFGEF1|ADP-ENSMODP00000009653|ENSMODG00000007772|ENSMODT00000009844|protein_coding|ARFGEF1|ADP	MA	0.0204821	0.0216484	0.9461229999999999	0.854275	5538	408.517	5129.48		112	8.69576	103.304			0.0205681	0.989886:1.01426:0.762209:1.16588:0.218408:1	0.627775(0.51922:0.364645:0.999459)	-6729.67			
14	ENSHGLP00100008418|ENSHGLG00100006259|ENSHGLT00100008517|protein_coding|VPS13C|vacuolar-ENSMODP00000014166|ENSMODG00000011326|ENSMODT00000014428|protein_coding|VPS13C|vacuolar	MA	0.126176	0.268374	0.470149	2.2231e-16	7932	583.3480000000001	7348.65		960	138.675	821.325			0.136634	1.05866:1.55605:0.39285:1.18859:0.425066:1	0.62563(0.526475:0.350416:1)	-12217.9			
15	ENSHGLP00100006379|ENSHGLG00100004778|ENSHGLT00100006466|protein_coding|DOCK8|dedicator-ENSMODP00000004048|ENSMODG00000003306|ENSMODT00000004134|protein_coding|DOCK8|dedicator	MA	0.0622101	0.119645	0.5199550000000001	1.4935e-05	6297	466.48	5830.52		394	52.541000000000004	341.459			0.0664648	1.41301:1.52865:1.04123:1.5008:0.389148:1	0.629206(0.520714:0.367381:0.999524)	-8708.69			
16	ENSHGLP00100003097|ENSHGLG00100002369|ENSHGLT00100003154|protein_coding|NOTCH1|notch-ENSMODP00000021946|ENSMODG00000017591|ENSMODT00000022332|protein_coding|NOTCH1|notch	MA	0.10059	0.378336	0.265876	5.3005599999999994e-40	6996	421.092	6574.91		710	137.827	572.173			0.117308	0.861241:1.01785:0.595004:0.933862:0.356738:1	0.67974(0.535577:0.504072:0.999571)	-10542.4			
17	ENSHGLP00100024803|ENSHGLG00100018216|ENSHGLT00100025058|protein_coding|SUPT6H|SPT6-ENSMODP00000024080|ENSMODG00000019291|ENSMODT00000024507|protein_coding|SUPT6H|SPT6	MA	0.013121100000000002	0.041223199999999995	0.318295	0.00043015800000000004	5172	314.173	4857.83		74	12.4967	61.5033			0.014828200000000001	1.93482:2.90687:1.55679:2.26728:0.378266:1	0.638551(0.562899:0.353333:0.99942)	-6073.82			
18	ENSHGLP00100013752|ENSHGLG00100010168|ENSHGLT00100013907|protein_coding|LRRK2|leucine-ENSMODP00000023144|ENSMODG00000018556|ENSMODT00000023557|protein_coding|LRRK2|leucine	MA	0.11888	0.186694	0.636763	2.7274099999999997e-05	7518	566.374	6951.63		836	94.8322	741.168			0.12398900000000002	1.59081:1.65754:1.22655:1.61991:0.444458:1	0.618449(0.524142:0.331205:1)	-11419.5			
19	ENSHGLP00100017531|ENSHGLG00100012932|ENSHGLT00100017717|protein_coding|DSCAM|DS-ENSMODP00000026222|ENSMODG00000020965|ENSMODT00000026689|protein_coding|DSCAM|DS	MA	0.030159699999999998	0.051534699999999996	0.5852310000000001	0.0249298	5496	415.431	5080.57		169	20.718000000000004	148.282			0.0317754	1.43171:1.45727:1.16855:1.53761:0.370574:1	0.651664(0.500273:0.455265:0.999454)	-6910.26			
20	ENSHGLP00100018677|ENSHGLG00100013774|ENSHGLT00100018872|protein_coding|SMARCA4|SWI/SNF-ENSMODP00000007805|ENSMODG00000006287|ENSMODT00000007962|protein_coding|SMARCA4|SWI/SNF	MA	0.00689984	0.013293700000000002	0.51903	0.152925	4806	373.624	4432.38		35	4.89007	30.1099			0.00739691	1.6374:1.64923:1.2586:1.65496:0.259914:1	0.66127(0.580012:0.405355:0.998443)	-5493.09			
21	ENSHGLP00100005104|ENSHGLG00100003865|ENSHGLT00100005183|protein_coding|EPG5|ectopic-ENSMODP00000037243|ENSMODG00000025166|ENSMODT00000038842|protein_coding|EPG5|ectopic	MA	0.11059200000000001	0.20391800000000002	0.542337	2.8405000000000003e-09	6858	606.264	6251.74		727	110.27600000000001	616.724			0.118842	1.23701:2.09258:0.466551:1.4187:0.559106:1	0.639994(0.571928:0.348491:0.999563)	-10416.0			
22	ENSHGLP00100014198|ENSHGLG00100010496|ENSHGLT00100014356|protein_coding|SMARCA2|SWI/SNF-ENSMODP00000004375|ENSMODG00000003578|ENSMODT00000004468|protein_coding|SMARCA2|SWI/SNF	MA	0.027253700000000002	0.020035499999999998	1.36027	0.49692	4629	378.26300000000003	4250.74		120	7.368289999999999	112.632			0.026663799999999998	0.294764:0.488908:0.378881:0.872752:0.266758:1	0.649288(0.568329:0.380181:0.999352)	-5683.75			
23	ENSHGLP00100003214|ENSHGLG00100002452|ENSHGLT00100003272|protein_coding|SPTA1|spectrin-ENSMODP00000012949|ENSMODG00000010331|ENSMODT00000013186|protein_coding|SPTA1|spectrin	MA	0.14885199999999998	0.336744	0.44203400000000004	8.81953e-18	7182	439.91	6742.09		987	126.95100000000001	860.049			0.160361	1.45753:1.49878:1.13767:1.39173:0.396712:1	0.639109(0.6:0.317745:0.999582)	-11282.0			
24	ENSHGLP00100026137|ENSHGLG00100019174|ENSHGLT00100026403|protein_coding|DCAF1|DDB1-ENSMODP00000014904|ENSMODG00000011890|ENSMODT00000015176|protein_coding|DCAF1|DDB1	MA	0.0189175	0.012934200000000002	1.4626	0.5270640000000001	4497	348.455	4148.54		82	4.45337	77.5466			0.018453900000000002	0.985995:1.05896:0.767898:1.06561:0.153836:1	0.646333(0.555:0.384667:0.999333)	-5432.2			
25	ENSHGLP00100008833|ENSHGLG00100006571|ENSHGLT00100008935|protein_coding|INO80|INO80-ENSMODP00000000217|ENSMODG00000000184|ENSMODT00000000221|protein_coding|INO80|INO80	MA	0.026946699999999997	0.0346303	0.7781239999999999	0.374347	4650	326.551	4323.45		124	10.9714	113.029			0.027486299999999998	1.01132:1.12684:0.84455:1.18912:0.331476:1	0.637331(0.513862:0.398775:0.999355)	-5770.78			
26	ENSHGLP00100024385|ENSHGLG00100017910|ENSHGLT00100024634|protein_coding|MYO18A|myosin-ENSMODP00000024115|ENSMODG00000019323|ENSMODT00000024542|protein_coding|MYO18A|myosin	MA	0.0983778	0.175767	0.559706	4.78327e-06	5649	449.648	5199.35		536	71.7348	464.265			0.104538	1.21347:1.24574:1.00305:1.22202:0.399753:1	0.663924(0.583068:0.409236:0.999469)	-8359.55			
27	ENSHGLP00100013760|ENSHGLG00100010174|ENSHGLT00100013915|protein_coding|PLXNA3|plexin-ENSMODP00000011198|ENSMODG00000008980|ENSMODT00000011415|protein_coding|PLXNA3|plexin	MA	0.08733830000000001	0.229104	0.381216	4.22095e-17	5457	485.26099999999997	4971.74		496	101.10600000000001	394.894			0.0999448	0.766759:1.61983:0.209958:1.13502:0.3238:1	0.663553(0.558516:0.432692:0.999451)	-8046.96			
28	ENSHGLP00100001389|ENSHGLG00100001101|ENSHGLT00100001426|protein_coding|MED1|mediator-ENSMODP00000015961|ENSMODG00000012756|ENSMODT00000016255|protein_coding|MED1|mediator	MA	0.037704400000000006	0.0937857	0.402027	4.85351e-05	4692	288.866	4403.13		184	25.8136	158.186			0.041157099999999995	1.40842:1.92348:1.02143:1.74296:0.45992:1	0.656017(0.486262:0.482428:0.999361)	-5900.01			
29	ENSHGLP00100013869|ENSHGLG00100010260|ENSHGLT00100014024|protein_coding|SMCHD1|structural-ENSMODP00000026823|ENSMODG00000021469|ENSMODT00000027304|protein_coding|SMCHD1|structural	MA	0.09405	0.16378	0.574245	5.9024300000000003e-05	5424	383.52099999999996	5040.48		489	57.2123	431.788			0.0989805	1.30793:2.32461:0.639374:1.99477:0.632992:1	0.622535(0.519348:0.348535:0.999724)	-7874.68			
30	ENSHGLP00100007940|ENSHGLG00100005917|ENSHGLT00100008038|protein_coding|WNK1|WNK-ENSMODP00000022950|ENSMODG00000018401|ENSMODT00000023357|protein_coding|WNK1|WNK	MA	0.147393	0.344945	0.42729399999999995	3.03592e-26	6939	631.689	6307.31		982	186.463	795.5369999999999			0.165377	1.59942:1.28034:0.802122:1.26429:0.48093:1	0.694841(0.57955:0.504972:1)	-11038.1			
31	ENSHGLP00100003346|ENSHGLG00100002551|ENSHGLT00100003405|protein_coding|SLIT2|slit-ENSMODP00000000881|ENSMODG00000000731|ENSMODT00000000899|protein_coding|SLIT2|slit	MA	0.023456900000000003	0.0319433	0.7343310000000001	0.377389	4023	247.127	3775.87		94	7.6923699999999995	86.3076			0.0239782	1.65394:1.83205:1.25628:1.75223:0.164426:1	0.63773(0.488077:0.425857:0.999255)	-4954.72			
32	ENSHGLP00100019636|ENSHGLG00100014477|ENSHGLT00100019843|protein_coding|MAP3K4|mitogen-activated-ENSMODP00000008180|ENSMODG00000006594|ENSMODT00000008345|protein_coding|MAP3K4|mitogen-activated	MA	0.05950369999999999	0.0941933	0.6317189999999999	0.012354299999999999	4683	351.25300000000004	4331.75		274	31.1699	242.83			0.062105600000000004	1.29111:1.14134:0.812791:1.25455:0.448247:1	0.641485(0.534891:0.390205:0.99936)	-6421.43			
33	ENSHGLP00100002338|ENSHGLG00100001822|ENSHGLT00100002390|protein_coding|TNIK|TRAF2-ENSMODP00000019974|ENSMODG00000015989|ENSMODT00000020331|protein_coding|TNIK|TRAF2	MA	0.0300863	0.036456300000000004	0.825268	0.47284899999999996	4053	295.221	3757.78		120	10.4306	109.569			0.0305503	1.29834:1.48249:1.27349:1.73548:0.749861:1	0.646617(0.542804:0.398893:0.998155)	-5048.65			
34	ENSHGLP00100013172|ENSHGLG00100009751|ENSHGLT00100013323|protein_coding|SOS1|SOS-ENSMODP00000010955|ENSMODG00000008801|ENSMODT00000011171|protein_coding|SOS1|SOS	MA	0.018464500000000002	0.0470994	0.392032	0.00225981	3900	286.661	3613.34		78	13.1279	64.8721			0.0205692	2.16799:2.4581:1.78279:2.36942:0.691073:1	0.637586(0.532283:0.381245:0.999231)	-4738.06			
35	ENSHGLP00100017955|ENSHGLG00100013236|ENSHGLT00100018145|protein_coding|PTCH1|patched-ENSMODP00000003369|ENSMODG00000002769|ENSMODT00000003440|protein_coding|PTCH1|patched	MA	0.0446289	0.0451315	0.988864	0.8992559999999999	4272	419.05199999999996	3852.95		183	18.1331	164.86700000000002			0.0446782	0.648218:1.57015:0.168935:1.27488:0.347166:1	0.66269(0.561404:0.427368:0.999298)	-5645.07			
36	ENSHGLP00100013703|ENSHGLG00100010134|ENSHGLT00100013858|protein_coding|RPTOR|regulatory-ENSMODP00000002963|ENSMODG00000002436|ENSMODT00000003023|protein_coding|RPTOR|regulatory	MA	0.0297238	0.0510395	0.5823689999999999	0.0357	3990	309.694	3680.31		121	15.2765	105.72399999999999			0.031378300000000005	1.28721:1.73666:1.51713:1.52219:1.01248:1	0.653885(0.535714:0.42594:1)	-5087.44			
37	ENSHGLP00100015128|ENSHGLG00100011192|ENSHGLT00100015295|protein_coding|SLIT3|slit-ENSMODP00000008886|ENSMODG00000007165|ENSMODT00000009061|protein_coding|SLIT3|slit	MA	0.057699	0.10193200000000001	0.566052	0.00379758	4194	295.099	3898.9		240	28.3059	211.69400000000002			0.0608114	0.959867:1.04249:0.759209:1.07239:0.257456:1	0.644587(0.504986:0.431268:0.997507)	-5741.09			
38	ENSHGLP00100006311|ENSHGLG00100004734|ENSHGLT00100006398|protein_coding|MAP4K4|mitogen-activated-ENSMODP00000002743|ENSMODG00000002250|ENSMODT00000002798|protein_coding|MAP4K4|mitogen-activated	MA	0.0264334	0.05837769999999999	0.4528	0.00659282	3813	283.66200000000003	3529.34		105	15.8281	89.1719			0.0288098	1.10185:0.963449:0.840854:1.08691:0.420822:1	0.653554(0.551534:0.409127:1)	-4732.46			
39	ENSHGLP00100022349|ENSHGLG00100016440|ENSHGLT00100022582|protein_coding|PLCG1|phospholipase-ENSMODP00000000751|ENSMODG00000000626|ENSMODT00000000768|protein_coding|PLCG1|phospholipase	MA	0.031713	0.0882249	0.359457	5.4503500000000004e-05	3783	273.541	3509.46		129	22.9875	106.012			0.035799300000000006	2.13258:2.18174:1.64015:2.11075:0.325848:1	0.63616(0.527338:0.381537:0.999604)	-4845.23			
40	ENSHGLP00100011623|ENSHGLG00100008621|ENSHGLT00100011759|protein_coding|Pum1|Heterocephalus-ENSMODP00000021295|ENSMODG00000017067|ENSMODT00000021669|protein_coding|PUM1|pumilio	MA	0.0106132	0.0117152	0.905933	0.74739	3564	305.20799999999997	3258.79		38	3.5604199999999997	34.4396			0.010707600000000001	0.547871:0.583184:0.467133:0.73045:0.136729:1	0.687132(0.605551:0.456686:0.999159)	-4159.67			
41	ENSHGLP00100022912|ENSHGLG00100016850|ENSHGLT00100023152|protein_coding|SIN3A|SIN3-ENSMODP00000037361|ENSMODG00000008922|ENSMODT00000038958|protein_coding|SIN3A|SIN3	MA	0.035642400000000005	0.036948699999999994	0.9646440000000001	0.8645959999999999	3768	279.748	3488.25		130	9.97821	120.022			0.0357394	0.647601:1.30306:0.666516:1.36851:0.47318:1	0.642535(0.554097:0.374304:0.999204)	-4809.95			
42	ENSHGLP00100026320|ENSHGLG00100019312|ENSHGLT00100026588|protein_coding|ABCC1|ATP-ENSMODP00000035712|ENSMODG00000004194|ENSMODT00000037298|protein_coding|ABCC1|ATP	MA	0.0873829	0.11448699999999999	0.763253	0.0623986	4569	465.659	4103.34		379	49.056999999999995	329.94300000000004			0.0901453	0.72104:1.27339:0.261514:1.2477:0.350737:1	0.636483(0.528215:0.38189:0.999344)	-6609.14			
43	ENSHGLP00100006197|ENSHGLG00100004659|ENSHGLT00100006284|protein_coding|POLR3B|RNA-ENSMODP00000002305|ENSMODG00000001884|ENSMODT00000002353|protein_coding|POLR3B|RNA	MA	0.00698129	0.0092204	0.757156	0.339886	3399	265.70599999999996	3133.29		24	2.41725	21.5828			0.00715632	1.38325:1.42189:1.18184:1.62436:0.23609:1	0.627425(0.512787:0.37037:0.999118)	-3902.94			
44	ENSHGLP00100022144|ENSHGLG00100016302|ENSHGLT00100022374|protein_coding|SPTBN4|spectrin-ENSMODP00000031377|ENSMODG00000007773|ENSMODT00000032950|protein_coding|SPTBN4|spectrin	MA	0.17556300000000002	0.27159	0.646428	4.3677e-07	6225	615.118	5609.88		976	141.543	834.457			0.185052	1.00198:1.45612:0.581766:1.41298:0.883048:1	0.685373(0.641137:0.415462:0.999518)	-10281.9			
45	ENSHGLP00100017506|ENSHGLG00100012912|ENSHGLT00100017692|protein_coding|ATRN|attractin-ENSMODP00000005644|ENSMODG00000004575|ENSMODT00000005763|protein_coding|ATRN|attractin	MA	0.0545265	0.189504	0.28773200000000004	1.45833e-10	3918	216.678	3701.32		224	37.8694	186.13099999999997			0.06199119999999999	0.871829:1.47377:0.633966:1.09812:0.233144:1	0.635425(0.461362:0.445677:0.999235)	-5337.56			
46	ENSHGLP00100018345|ENSHGLG00100013522|ENSHGLT00100018536|protein_coding|IGF1R|insulin-ENSMODP00000015969|ENSMODG00000012761|ENSMODT00000016263|protein_coding|IGF1R|insulin	MA	0.054850699999999995	0.09881439999999998	0.555088	0.00704667	3990	265.82599999999996	3724.17		217	24.7246	192.275			0.0577797	1.22543:1.50512:0.978:1.44718:0.425792:1	0.629825(0.493985:0.395489:1)	-5397.89			
47	ENSHGLP00100003151|ENSHGLG00100002406|ENSHGLT00100003208|protein_coding|RICTOR|RPTOR-ENSMODP00000025413|ENSMODG00000020315|ENSMODT00000025864|protein_coding|RICTOR|RPTOR	MA	0.059379499999999995	0.08724349999999999	0.6806180000000001	0.050540800000000004	4146	291.652	3854.35		242	24.2127	217.787			0.061339599999999994	1.22251:1.36345:1.00403:1.39406:0.431955:1	0.632321(0.503977:0.393348:0.999638)	-5644.71			
48	ENSHGLP00100007504|ENSHGLG00100005619|ENSHGLT00100007600|protein_coding|ZEB2|zinc-ENSMODP00000003794|ENSMODG00000003112|ENSMODT00000003878|protein_coding|ZEB2|zinc	MA	0.0213618	0.020427200000000003	1.04575	0.820528	3570	264.525	3305.48		75	5.33141	69.6686			0.021292500000000002	0.0296742:1.03289:0.114833:1.53158:0.28612:1	0.634481(0.506717:0.397565:0.99916)	-4275.44			
49	ENSHGLP00100008425|ENSHGLG00100006265|ENSHGLT00100008524|protein_coding|EIF2AK4|eukaryotic-ENSMODP00000000741|ENSMODG00000000619|ENSMODT00000000758|protein_coding|EIF2AK4|eukaryotic	MA	0.09189800000000001	0.23015	0.39929699999999996	5.4878000000000004e-11	4671	306.21299999999997	4364.79		429	64.1102	364.89			0.100961	1.93029:2.07455:1.45633:1.80492:0.636051:1	0.630937(0.539153:0.3543:0.999358)	-6859.5			
50	ENSHGLP00100004262|ENSHGLG00100003237|ENSHGLT00100004329|protein_coding|TNKS2|tankyrase-ENSMODP00000008352|ENSMODG00000006738|ENSMODT00000008519|protein_coding|TNKS2|tankyrase	MA	0.0199431	0.0382296	0.521667	0.030345499999999997	3498	297.822	3200.18		74	11.2029	62.7971			0.0215	1.12638:1.4908:0.902271:1.52436:0.395287:1	0.670237(0.607112:0.404456:0.999143)	-4255.65			
51	ENSHGLP00100005184|ENSHGLG00100003931|ENSHGLT00100005264|protein_coding|MYLK|myosin-ENSMODP00000022873|ENSMODG00000018341|ENSMODT00000023278|protein_coding|MYLK|myosin	MA	0.165579	0.32161799999999996	0.514831	4.07818e-12	5721	434.78	5286.22		865	119.154	745.846			0.17743699999999998	1.37354:1.37851:1.11597:1.3499:0.414041:1	0.658106(0.546908:0.427673:0.999738)	-9325.46			
52	ENSHGLP00100013434|ENSHGLG00100009936|ENSHGLT00100013587|protein_coding|TNR|tenascin-ENSMODP00000006791|ENSMODG00000005481|ENSMODT00000006929|protein_coding|TNR|tenascin	MA	0.06504940000000001	0.16059400000000001	0.40505599999999997	3.7278699999999996e-08	4074	307.783	3766.22		274	46.0001	228.0			0.0722676	1.61376:1.63856:1.24831:1.57907:0.308139:1	0.657346(0.520235:0.452539:0.999264)	-5687.98			
53	ENSHGLP00100019279|ENSHGLG00100014218|ENSHGLT00100019479|protein_coding|MAPK8IP3|mitogen-activated-ENSMODP00000020177|ENSMODG00000016149|ENSMODT00000020534|protein_coding|MAPK8IP3|mitogen-activated	MA	0.04854	0.101143	0.47991300000000003	0.00031026700000000003	3936	309.276	3626.72		196	29.5729	166.42700000000002			0.052673300000000006	1.37739:1.32827:0.974463:1.28888:0.232707:1	0.662351(0.565118:0.422696:0.999238)	-5233.49			
54	ENSHGLP00100021520|ENSHGLG00100015838|ENSHGLT00100021746|protein_coding|HIPK2|homeodomain-ENSMODP00000017168|ENSMODG00000013733|ENSMODT00000017487|protein_coding|HIPK2|homeodomain	MA	0.0221231	0.0688027	0.321544	0.000113706	3516	234.597	3281.4		85	15.4614	69.5386			0.025237700000000002	0.800126:3.06386:1.13284:1.58068:0.205611:1	0.663825(0.523018:0.469309:0.999147)	-4308.94			
55	ENSHGLP00100003588|ENSHGLG00100002735|ENSHGLT00100003648|protein_coding|PHLPP1|PH-ENSMODP00000006426|ENSMODG00000005218|ENSMODT00000006561|protein_coding|PHLPP1|PH	MA	0.05326090000000001	0.0841398	0.633005	0.024416999999999998	3807	314.79900000000004	3492.2		202	25.1801	176.82			0.055814300000000004	1.29311:1.60986:0.909715:1.44785:0.297591:1	0.653139(0.570134:0.389283:1)	-5139.53			
56	ENSHGLP00100011872|ENSHGLG00100008821|ENSHGLT00100012010|protein_coding|CTR9|CTR9-ENSMODP00000026715|ENSMODG00000008303|ENSMODT00000027194|protein_coding|CTR9|CTR9	MA	0.0236356	0.0480794	0.491596	0.0179356	3492	220.27700000000002	3271.72		85	10.238999999999999	74.76100000000001			0.025177500000000002	0.981332:1.00046:0.754773:1.23163:0.343824:1	0.63834(0.557511:0.358369:0.999142)	-4248.45			
57	ENSHGLP00100015962|ENSHGLG00100011780|ENSHGLT00100016138|protein_coding|ADCY8|adenylate-ENSMODP00000001732|ENSMODG00000001430|ENSMODT00000001768|protein_coding|ADCY8|adenylate	MA	0.0269258	0.0496308	0.5425220000000001	0.030089499999999998	3447	309.587	3137.41		97	14.9276	82.0724			0.028964999999999998	1.78879:2.24103:1.27042:2.22013:0.41606:1	0.63(0.526957:0.363913:0.99913)	-4307.07			
58	ENSHGLP00100002005|ENSHGLG00100001561|ENSHGLT00100002050|protein_coding|MET|MET-ENSMODP00000019742|ENSMODG00000015822|ENSMODT00000020096|protein_coding|MET|MET	MA	0.0784752	0.204475	0.383789	1.6699999999999998e-09	4134	267.274	3866.73		333	50.8212	282.17900000000003			0.08662139999999999	1.14383:1.21379:0.886474:1.16016:0.298458:1	0.623519(0.500363:0.370921:0.999275)	-5928.81			
59	ENSHGLP00100018804|ENSHGLG00100013873|ENSHGLT00100018999|protein_coding|POLQ|DNA-ENSMODP00000037000|ENSMODG00000018252|ENSMODT00000038597|protein_coding|POLQ|DNA	MA	0.23672800000000002	0.49851999999999996	0.474861	4.50215e-26	7236	507.405	6728.59		1493	204.604	1288.4			0.255085	1.39694:1.44466:1.13687:1.40082:0.547447:1	0.636125(0.528814:0.379561:1)	-12648.5			
60	ENSHGLP00100012229|ENSHGLG00100009056|ENSHGLT00100012371|protein_coding|JAK2|Janus-ENSMODP00000019196|ENSMODG00000015373|ENSMODT00000019543|protein_coding|JAK2|Janus	MA	0.032486799999999996	0.046611599999999996	0.696968	0.217833	3390	208.54	3181.46		109	9.37	99.63			0.033355699999999995	1.98954:1.901:1.52627:1.98387:0.441925:1	0.611111(0.488948:0.34527:0.999116)	-4284.31			
